sno,class,method,action,time
"368","ActionOne","getTeacher","Completed","00:34:50.974821"
"369","ActionOne","getBooks","Start","00:34:50.981603600"
"370","ActionOne","getBooks","Completed","00:34:51.904698"
"371","ActionOne","getEvents","Start","00:34:51.906861600"
"372","ActionOne","getEvents","Completed","00:34:52.837075400"
"373","ActionOne","getExams","Start","00:34:52.847079100"
"374","ActionOne","getExams","Completed","00:34:53.749145100"
"375","ActionOne","getManagement","Start","00:34:53.756438500"
"376","ActionOne","getManagement","Completed","00:34:54.691031900"
"377","ActionOne","getParents","Start","00:34:54.694960"
"378","ActionOne","getParents","Completed","00:34:55.579926200"
"379","ActionOne","getSports","Start","00:34:55.587082800"
"380","ActionOne","getSports","Completed","00:34:56.566474700"
"381","ActionOne","getStudents","Start","00:34:56.574433300"
"382","ActionOne","getStudents","Completed","00:34:57.500480800"
"383","ActionOne","getTeacher","Start","00:34:57.511358300"
"384","ActionOne","getTeacher","Completed","00:34:58.531024300"
"385","ActionOne","getBooks","Start","00:34:58.541359300"
"386","ActionOne","getBooks","Completed","00:34:59.557666100"
"387","ActionOne","getEvents","Start","00:34:59.571480300"
"388","ActionOne","getEvents","Completed","00:35:00.598511900"
"389","ActionOne","getExams","Start","00:35:00.602416400"
"390","ActionOne","getExams","Completed","00:35:01.482053100"
"391","ActionOne","getManagement","Start","00:35:01.493175600"
"392","ActionOne","getManagement","Completed","00:35:02.402411200"
"393","ActionOne","getParents","Start","00:35:02.415297"
"394","ActionOne","getParents","Completed","00:35:03.386047800"
"395","ActionOne","getSports","Start","00:35:03.399185300"
"396","ActionOne","getSports","Completed","00:35:04.298278500"
"397","ActionOne","getStudents","Start","00:35:04.306526200"
"398","ActionOne","getStudents","Completed","00:35:05.217398700"
"399","ActionOne","getTeacher","Start","00:35:05.228492600"
"400","ActionOne","getTeacher","Completed","00:35:06.154285800"
"401","ActionOne","getBooks","Start","00:35:06.166401600"
"402","ActionOne","getBooks","Completed","00:35:07.172734300"
"403","ActionOne","getEvents","Start","00:35:07.179895200"
"404","ActionOne","getEvents","Completed","00:35:08.149545900"
"405","ActionOne","getExams","Start","00:35:08.164726300"
"406","ActionOne","getExams","Completed","00:35:09.104581500"
"407","ActionOne","getManagement","Start","00:35:09.117588"
"408","ActionOne","getManagement","Completed","00:35:10.151331"
"409","ActionOne","getParents","Start","00:35:10.163904200"
"410","ActionOne","getParents","Completed","00:35:11.103202400"
"411","ActionOne","getSports","Start","00:35:11.119085100"
"412","ActionOne","getSports","Completed","00:35:12.018808500"
"413","ActionOne","getStudents","Start","00:35:12.028854200"
"414","ActionOne","getStudents","Completed","00:35:12.939997900"
"415","ActionOne","getTeacher","Start","00:35:12.953688300"
"416","ActionOne","getTeacher","Completed","00:35:13.899374600"
"417","ActionOne","getBooks","Start","00:35:13.911373600"
"418","ActionOne","getBooks","Completed","00:35:14.852658900"
"419","ActionOne","getEvents","Start","00:35:14.866580600"
"420","ActionOne","getEvents","Completed","00:35:15.785749800"
"421","ActionOne","getExams","Start","00:35:15.793546800"
"422","ActionOne","getExams","Completed","00:35:16.851594"
"423","ActionOne","getManagement","Start","00:35:16.856657400"
"424","ActionOne","getManagement","Completed","00:35:17.896744900"
"425","ActionOne","getParents","Start","00:35:17.901757800"
"426","ActionOne","getParents","Completed","00:35:18.897324800"
"427","ActionOne","getSports","Start","00:35:18.902391800"
"428","ActionOne","getSports","Completed","00:35:19.903981200"
"429","ActionOne","getStudents","Start","00:35:19.917237900"
"430","ActionOne","getStudents","Completed","00:35:20.865255"
"431","ActionOne","getTeacher","Start","00:35:20.868676600"
"432","ActionOne","getTeacher","Completed","00:35:21.920174"
"433","ActionOne","getBooks","Start","00:35:21.930034300"
"434","ActionOne","getBooks","Completed","00:35:23.030568600"
"435","ActionOne","getEvents","Start","00:35:23.033550600"
"436","ActionOne","getEvents","Completed","00:35:24.342233500"
"437","ActionOne","getExams","Start","00:35:24.358612900"
"438","ActionOne","getExams","Completed","00:35:25.746733200"
"439","ActionOne","getManagement","Start","00:35:25.756054"
"440","ActionOne","getManagement","Completed","00:35:26.915967100"
"441","ActionOne","getParents","Start","00:35:26.922963"
"442","ActionOne","getParents","Completed","00:35:28.291193"
"443","ActionOne","getSports","Start","00:35:28.308405200"
"444","ActionOne","getSports","Completed","00:35:30.344655200"
"445","ActionOne","getStudents","Start","00:35:30.354133800"
"446","ActionOne","getStudents","Completed","00:35:31.990451100"
"447","ActionOne","getTeacher","Start","00:35:31.997810300"
"448","ActionOne","getTeacher","Completed","00:35:33.094278900"
"449","ActionOne","getBooks","Start","00:35:33.102060400"
"450","ActionOne","getBooks","Completed","00:35:34.146342500"
"451","ActionOne","getEvents","Start","00:35:34.161100"
"452","ActionOne","getEvents","Completed","00:35:35.188980700"
"453","ActionOne","getExams","Start","00:35:35.192355600"
"454","ActionOne","getExams","Completed","00:35:36.228683100"
"455","ActionOne","getManagement","Start","00:35:36.238753400"
"456","ActionOne","getManagement","Completed","00:35:37.468922"
"457","ActionOne","getParents","Start","00:35:37.482942100"
"458","ActionOne","getParents","Completed","00:35:38.617118300"
"459","ActionOne","getSports","Start","00:35:38.622876300"
"460","ActionOne","getSports","Completed","00:35:39.836305200"
"461","ActionOne","getStudents","Start","00:35:39.849749"
"462","ActionOne","getStudents","Completed","00:35:41.305699500"
"463","ActionOne","getTeacher","Start","00:35:41.308695500"
"464","ActionOne","getTeacher","Completed","00:35:42.618435500"
"465","ActionOne","getBooks","Start","00:35:42.628612200"
"466","ActionOne","getBooks","Completed","00:35:43.813258600"
"467","ActionOne","getEvents","Start","00:35:43.829087500"
"468","ActionOne","getEvents","Completed","00:35:44.978398700"
"469","ActionOne","getExams","Start","00:35:44.985680200"
"470","ActionOne","getExams","Completed","00:35:46.139737500"
"471","ActionOne","getManagement","Start","00:35:46.154787200"
"472","ActionOne","getManagement","Completed","00:35:47.401206900"
"473","ActionOne","getParents","Start","00:35:47.415829400"
"474","ActionOne","getParents","Completed","00:35:48.640367400"
"475","ActionOne","getSports","Start","00:35:48.645398100"
"476","ActionOne","getSports","Completed","00:35:50.013923"
"477","ActionOne","getStudents","Start","00:35:50.029917800"
"478","ActionOne","getStudents","Completed","00:35:51.263655"
"479","ActionOne","getTeacher","Start","00:35:51.274975500"
"480","ActionOne","getTeacher","Completed","00:35:52.956582200"
"481","ActionOne","getBooks","Start","00:35:52.967215300"
"482","ActionOne","getBooks","Completed","00:35:54.234170900"
"483","ActionOne","getEvents","Start","00:35:54.244242600"
"484","ActionOne","getEvents","Completed","00:35:55.412809200"
"485","ActionOne","getExams","Start","00:35:55.428784"
"486","ActionOne","getExams","Completed","00:35:56.636954400"
"487","ActionOne","getManagement","Start","00:35:56.642957300"
"488","ActionOne","getManagement","Completed","00:35:57.886787600"
"489","ActionOne","getParents","Start","00:35:57.903661"
"490","ActionOne","getParents","Completed","00:35:59.166278"
"491","ActionOne","getSports","Start","00:35:59.177283"
"492","ActionOne","getSports","Completed","00:36:00.566212200"
"493","ActionOne","getStudents","Start","00:36:00.574859100"
"494","ActionOne","getStudents","Completed","00:36:01.927048400"
"495","ActionOne","getTeacher","Start","00:36:01.944054200"
"496","ActionOne","getTeacher","Completed","00:36:03.392342200"
"497","ActionOne","getBooks","Start","00:36:03.406340800"
"498","ActionOne","getBooks","Completed","00:36:04.916757"
"499","ActionOne","getEvents","Start","00:36:04.927399600"
"500","ActionOne","getEvents","Completed","00:36:06.234663800"
"501","ActionOne","getExams","Start","00:36:06.244756500"
"502","ActionOne","getExams","Completed","00:36:07.417809900"
"503","ActionOne","getManagement","Start","00:36:07.428113300"
"504","ActionOne","getManagement","Completed","00:36:08.504828800"
"505","ActionOne","getParents","Start","00:36:08.518774900"
"506","ActionOne","getParents","Completed","00:36:09.864663900"
"507","ActionOne","getSports","Start","00:36:09.871701400"
"508","ActionOne","getSports","Completed","00:36:11.005007500"
"509","ActionOne","getStudents","Start","00:36:11.011751700"
"510","ActionOne","getStudents","Completed","00:36:12.388504200"
"511","ActionOne","getTeacher","Start","00:36:12.394504200"
"512","ActionOne","getTeacher","Completed","00:36:13.691891900"
"513","ActionOne","getBooks","Start","00:36:13.707609900"
"514","ActionOne","getBooks","Completed","00:36:14.847836100"
"515","ActionOne","getEvents","Start","00:36:14.859390300"
"516","ActionOne","getEvents","Completed","00:36:16.011976500"
"517","ActionOne","getExams","Start","00:36:16.028909"
"518","ActionOne","getExams","Completed","00:36:17.466536500"
"519","ActionOne","getManagement","Start","00:36:17.475248800"
"520","ActionOne","getManagement","Completed","00:36:18.619102600"
"521","ActionOne","getParents","Start","00:36:18.626289100"
"522","ActionOne","getParents","Completed","00:36:19.799245200"
"523","ActionOne","getSports","Start","00:36:19.810773200"
"524","ActionOne","getSports","Completed","00:36:20.817352800"
"525","ActionOne","getStudents","Start","00:36:20.828120100"
"526","ActionOne","getStudents","Completed","00:36:22.199998700"
"527","ActionOne","getTeacher","Start","00:36:22.216810300"
"528","ActionOne","getTeacher","Completed","00:36:23.614940100"
"529","ActionOne","getBooks","Start","00:36:23.632060400"
"530","ActionOne","getBooks","Completed","00:36:24.864006600"
"531","ActionOne","getEvents","Start","00:36:24.876862900"
"532","ActionOne","getEvents","Completed","00:36:26.035453200"
"533","ActionOne","getExams","Start","00:36:26.047015900"
"534","ActionOne","getExams","Completed","00:36:27.270224100"
"535","ActionOne","getManagement","Start","00:36:27.275220400"
"536","ActionOne","getManagement","Completed","00:36:28.557236800"
"537","ActionOne","getParents","Start","00:36:28.565233700"
"538","ActionOne","getParents","Completed","00:36:29.827002500"
"539","ActionOne","getSports","Start","00:36:29.840060500"
"540","ActionOne","getSports","Completed","00:36:31.092124900"
"541","ActionOne","getStudents","Start","00:36:31.098456700"
"542","ActionOne","getStudents","Completed","00:36:32.192842700"
"543","ActionOne","getTeacher","Start","00:36:32.205694700"
"544","ActionOne","getTeacher","Completed","00:36:33.256867300"
"545","ActionOne","getBooks","Start","00:36:33.270651800"
"546","ActionOne","getBooks","Completed","00:36:34.782673400"
"547","ActionOne","getEvents","Start","00:36:34.798168600"
"548","ActionOne","getEvents","Completed","00:36:36.777366100"
"549","ActionOne","getExams","Start","00:36:36.785704"
"550","ActionOne","getExams","Completed","00:36:38.232407800"
"551","ActionOne","getManagement","Start","00:36:38.243358200"
"552","ActionOne","getManagement","Completed","00:36:39.257917100"
"553","ActionOne","getParents","Start","00:36:39.274248700"
"554","ActionOne","getParents","Completed","00:36:40.485462600"
"555","ActionOne","getSports","Start","00:36:40.489457"
"556","ActionOne","getSports","Completed","00:36:41.438844700"
"557","ActionOne","getStudents","Start","00:36:41.454226800"
"558","ActionOne","getStudents","Completed","00:36:42.359222300"
"559","ActionOne","getTeacher","Start","00:36:42.363303100"
"560","ActionOne","getTeacher","Completed","00:36:43.283299700"
"561","ActionOne","getBooks","Start","00:36:43.299973400"
"562","ActionOne","getBooks","Completed","00:36:44.219641200"
"563","ActionOne","getEvents","Start","00:36:44.224688300"
"564","ActionOne","getEvents","Completed","00:36:45.152756100"
"565","ActionOne","getExams","Start","00:36:45.160881100"
"566","ActionOne","getExams","Completed","00:36:46.063463400"
"567","ActionOne","getManagement","Start","00:36:46.070316800"
"568","ActionOne","getManagement","Completed","00:36:47.084611400"
"569","ActionOne","getParents","Start","00:36:47.087727900"
"570","ActionOne","getParents","Completed","00:36:48.069114900"
"571","ActionOne","getSports","Start","00:36:48.071130500"
"572","ActionOne","getSports","Completed","00:36:49.025278400"
"573","ActionOne","getStudents","Start","00:36:49.038721700"
"574","ActionOne","getStudents","Completed","00:36:50.095745"
"575","ActionOne","getTeacher","Start","00:36:50.114400400"
"576","ActionOne","getTeacher","Completed","00:36:51.160020100"
"577","ActionOne","getBooks","Start","00:36:51.177320900"
"578","ActionOne","getBooks","Completed","00:36:52.502677900"
"579","ActionOne","getEvents","Start","00:36:52.515165600"
"580","ActionOne","getEvents","Completed","00:36:53.596526800"
"581","ActionOne","getExams","Start","00:36:53.607509900"
"582","ActionOne","getExams","Completed","00:36:55.009026500"
"583","ActionOne","getManagement","Start","00:36:55.024060200"
"584","ActionOne","getManagement","Completed","00:36:56.392045400"
"585","ActionOne","getParents","Start","00:36:56.404445"
"586","ActionOne","getParents","Completed","00:36:57.935041800"
"587","ActionOne","getSports","Start","00:36:57.941718300"
"588","ActionOne","getSports","Completed","00:36:59.344094100"
"589","ActionOne","getStudents","Start","00:36:59.357136500"
"590","ActionOne","getStudents","Completed","00:37:00.672892200"
"591","ActionOne","getTeacher","Start","00:37:00.677978800"
"592","ActionOne","getTeacher","Completed","00:37:02.074672400"
"593","ActionOne","getBooks","Start","00:37:02.077670100"
"594","ActionOne","getBooks","Completed","00:37:04.166063100"
"595","ActionOne","getEvents","Start","00:37:04.174081600"
"596","ActionOne","getEvents","Completed","00:37:05.578896800"
"597","ActionOne","getExams","Start","00:37:05.586896600"
"598","ActionOne","getExams","Completed","00:37:06.771218700"
"599","ActionOne","getManagement","Start","00:37:06.786258700"
"600","ActionOne","getManagement","Completed","00:37:07.797867700"
"601","ActionOne","getParents","Start","00:37:07.815062100"
"602","ActionOne","getParents","Completed","00:37:08.967091300"
"603","ActionOne","getSports","Start","00:37:08.983571100"
"604","ActionOne","getSports","Completed","00:37:10.580895600"
"605","ActionOne","getStudents","Start","00:37:10.596003500"
"606","ActionOne","getStudents","Completed","00:37:11.900269900"
"607","ActionOne","getTeacher","Start","00:37:11.938586400"
