INSERT INTO BES.Exams VALUES(1,'ExamsName-1','ExamsDescription-1');
INSERT INTO BES.Exams VALUES(350,'ExamsName-350','ExamsDescription-350');
INSERT INTO BES.Exams VALUES(351,'ExamsName-351','ExamsDescription-351');
INSERT INTO BES.Exams VALUES(352,'ExamsName-352','ExamsDescription-352');
INSERT INTO BES.Exams VALUES(353,'ExamsName-353','ExamsDescription-353');
INSERT INTO BES.Exams VALUES(354,'ExamsName-354','ExamsDescription-354');
INSERT INTO BES.Exams VALUES(355,'ExamsName-355','ExamsDescription-355');
INSERT INTO BES.Exams VALUES(356,'ExamsName-356','ExamsDescription-356');
INSERT INTO BES.Exams VALUES(357,'ExamsName-357','ExamsDescription-357');
INSERT INTO BES.Exams VALUES(358,'ExamsName-358','ExamsDescription-358');
INSERT INTO BES.Exams VALUES(359,'ExamsName-359','ExamsDescription-359');
INSERT INTO BES.Exams VALUES(360,'ExamsName-360','ExamsDescription-360');
INSERT INTO BES.Exams VALUES(361,'ExamsName-361','ExamsDescription-361');
INSERT INTO BES.Exams VALUES(362,'ExamsName-362','ExamsDescription-362');
INSERT INTO BES.Exams VALUES(363,'ExamsName-363','ExamsDescription-363');
INSERT INTO BES.Exams VALUES(364,'ExamsName-364','ExamsDescription-364');
INSERT INTO BES.Exams VALUES(365,'ExamsName-365','ExamsDescription-365');
INSERT INTO BES.Exams VALUES(366,'ExamsName-366','ExamsDescription-366');
INSERT INTO BES.Exams VALUES(367,'ExamsName-367','ExamsDescription-367');
INSERT INTO BES.Exams VALUES(368,'ExamsName-368','ExamsDescription-368');
INSERT INTO BES.Exams VALUES(369,'ExamsName-369','ExamsDescription-369');
INSERT INTO BES.Exams VALUES(370,'ExamsName-370','ExamsDescription-370');
INSERT INTO BES.Exams VALUES(371,'ExamsName-371','ExamsDescription-371');
INSERT INTO BES.Exams VALUES(372,'ExamsName-372','ExamsDescription-372');
INSERT INTO BES.Exams VALUES(373,'ExamsName-373','ExamsDescription-373');
INSERT INTO BES.Exams VALUES(374,'ExamsName-374','ExamsDescription-374');
INSERT INTO BES.Exams VALUES(375,'ExamsName-375','ExamsDescription-375');
INSERT INTO BES.Exams VALUES(376,'ExamsName-376','ExamsDescription-376');
INSERT INTO BES.Exams VALUES(377,'ExamsName-377','ExamsDescription-377');
INSERT INTO BES.Exams VALUES(378,'ExamsName-378','ExamsDescription-378');
INSERT INTO BES.Exams VALUES(379,'ExamsName-379','ExamsDescription-379');
INSERT INTO BES.Exams VALUES(380,'ExamsName-380','ExamsDescription-380');
INSERT INTO BES.Exams VALUES(381,'ExamsName-381','ExamsDescription-381');
INSERT INTO BES.Exams VALUES(382,'ExamsName-382','ExamsDescription-382');
INSERT INTO BES.Exams VALUES(383,'ExamsName-383','ExamsDescription-383');
INSERT INTO BES.Exams VALUES(384,'ExamsName-384','ExamsDescription-384');
INSERT INTO BES.Exams VALUES(385,'ExamsName-385','ExamsDescription-385');
INSERT INTO BES.Exams VALUES(386,'ExamsName-386','ExamsDescription-386');
INSERT INTO BES.Exams VALUES(387,'ExamsName-387','ExamsDescription-387');
INSERT INTO BES.Exams VALUES(388,'ExamsName-388','ExamsDescription-388');
INSERT INTO BES.Exams VALUES(389,'ExamsName-389','ExamsDescription-389');
INSERT INTO BES.Exams VALUES(390,'ExamsName-390','ExamsDescription-390');
INSERT INTO BES.Exams VALUES(391,'ExamsName-391','ExamsDescription-391');
INSERT INTO BES.Exams VALUES(392,'ExamsName-392','ExamsDescription-392');
INSERT INTO BES.Exams VALUES(393,'ExamsName-393','ExamsDescription-393');
INSERT INTO BES.Exams VALUES(394,'ExamsName-394','ExamsDescription-394');
INSERT INTO BES.Exams VALUES(395,'ExamsName-395','ExamsDescription-395');
INSERT INTO BES.Exams VALUES(396,'ExamsName-396','ExamsDescription-396');
INSERT INTO BES.Exams VALUES(397,'ExamsName-397','ExamsDescription-397');
INSERT INTO BES.Exams VALUES(398,'ExamsName-398','ExamsDescription-398');
INSERT INTO BES.Exams VALUES(399,'ExamsName-399','ExamsDescription-399');
INSERT INTO BES.Exams VALUES(400,'ExamsName-400','ExamsDescription-400');
INSERT INTO BES.Exams VALUES(401,'ExamsName-401','ExamsDescription-401');
INSERT INTO BES.Exams VALUES(402,'ExamsName-402','ExamsDescription-402');
INSERT INTO BES.Exams VALUES(403,'ExamsName-403','ExamsDescription-403');
INSERT INTO BES.Exams VALUES(404,'ExamsName-404','ExamsDescription-404');
INSERT INTO BES.Exams VALUES(405,'ExamsName-405','ExamsDescription-405');
INSERT INTO BES.Exams VALUES(406,'ExamsName-406','ExamsDescription-406');
INSERT INTO BES.Exams VALUES(407,'ExamsName-407','ExamsDescription-407');
INSERT INTO BES.Exams VALUES(408,'ExamsName-408','ExamsDescription-408');
INSERT INTO BES.Exams VALUES(409,'ExamsName-409','ExamsDescription-409');
INSERT INTO BES.Exams VALUES(410,'ExamsName-410','ExamsDescription-410');
INSERT INTO BES.Exams VALUES(411,'ExamsName-411','ExamsDescription-411');
INSERT INTO BES.Exams VALUES(412,'ExamsName-412','ExamsDescription-412');
INSERT INTO BES.Exams VALUES(413,'ExamsName-413','ExamsDescription-413');
INSERT INTO BES.Exams VALUES(414,'ExamsName-414','ExamsDescription-414');
INSERT INTO BES.Exams VALUES(415,'ExamsName-415','ExamsDescription-415');
INSERT INTO BES.Exams VALUES(416,'ExamsName-416','ExamsDescription-416');
INSERT INTO BES.Exams VALUES(417,'ExamsName-417','ExamsDescription-417');
INSERT INTO BES.Exams VALUES(418,'ExamsName-418','ExamsDescription-418');
INSERT INTO BES.Exams VALUES(419,'ExamsName-419','ExamsDescription-419');
INSERT INTO BES.Exams VALUES(420,'ExamsName-420','ExamsDescription-420');
INSERT INTO BES.Exams VALUES(421,'ExamsName-421','ExamsDescription-421');
INSERT INTO BES.Exams VALUES(422,'ExamsName-422','ExamsDescription-422');
INSERT INTO BES.Exams VALUES(423,'ExamsName-423','ExamsDescription-423');
INSERT INTO BES.Exams VALUES(424,'ExamsName-424','ExamsDescription-424');
INSERT INTO BES.Exams VALUES(425,'ExamsName-425','ExamsDescription-425');
INSERT INTO BES.Exams VALUES(426,'ExamsName-426','ExamsDescription-426');
INSERT INTO BES.Exams VALUES(427,'ExamsName-427','ExamsDescription-427');
INSERT INTO BES.Exams VALUES(428,'ExamsName-428','ExamsDescription-428');
INSERT INTO BES.Exams VALUES(429,'ExamsName-429','ExamsDescription-429');
INSERT INTO BES.Exams VALUES(430,'ExamsName-430','ExamsDescription-430');
INSERT INTO BES.Exams VALUES(431,'ExamsName-431','ExamsDescription-431');
INSERT INTO BES.Exams VALUES(432,'ExamsName-432','ExamsDescription-432');
INSERT INTO BES.Exams VALUES(433,'ExamsName-433','ExamsDescription-433');
INSERT INTO BES.Exams VALUES(434,'ExamsName-434','ExamsDescription-434');
INSERT INTO BES.Exams VALUES(435,'ExamsName-435','ExamsDescription-435');
INSERT INTO BES.Exams VALUES(436,'ExamsName-436','ExamsDescription-436');
INSERT INTO BES.Exams VALUES(437,'ExamsName-437','ExamsDescription-437');
INSERT INTO BES.Exams VALUES(438,'ExamsName-438','ExamsDescription-438');
INSERT INTO BES.Exams VALUES(439,'ExamsName-439','ExamsDescription-439');
INSERT INTO BES.Exams VALUES(440,'ExamsName-440','ExamsDescription-440');
INSERT INTO BES.Exams VALUES(441,'ExamsName-441','ExamsDescription-441');
INSERT INTO BES.Exams VALUES(442,'ExamsName-442','ExamsDescription-442');
INSERT INTO BES.Exams VALUES(443,'ExamsName-443','ExamsDescription-443');
INSERT INTO BES.Exams VALUES(444,'ExamsName-444','ExamsDescription-444');
INSERT INTO BES.Exams VALUES(445,'ExamsName-445','ExamsDescription-445');
INSERT INTO BES.Exams VALUES(446,'ExamsName-446','ExamsDescription-446');
INSERT INTO BES.Exams VALUES(447,'ExamsName-447','ExamsDescription-447');
INSERT INTO BES.Exams VALUES(448,'ExamsName-448','ExamsDescription-448');
INSERT INTO BES.Exams VALUES(449,'ExamsName-449','ExamsDescription-449');
INSERT INTO BES.Exams VALUES(450,'ExamsName-450','ExamsDescription-450');
INSERT INTO BES.Exams VALUES(451,'ExamsName-451','ExamsDescription-451');
INSERT INTO BES.Exams VALUES(452,'ExamsName-452','ExamsDescription-452');
INSERT INTO BES.Exams VALUES(453,'ExamsName-453','ExamsDescription-453');
INSERT INTO BES.Exams VALUES(454,'ExamsName-454','ExamsDescription-454');
INSERT INTO BES.Exams VALUES(455,'ExamsName-455','ExamsDescription-455');
INSERT INTO BES.Exams VALUES(456,'ExamsName-456','ExamsDescription-456');
INSERT INTO BES.Exams VALUES(457,'ExamsName-457','ExamsDescription-457');
INSERT INTO BES.Exams VALUES(458,'ExamsName-458','ExamsDescription-458');
INSERT INTO BES.Exams VALUES(459,'ExamsName-459','ExamsDescription-459');
INSERT INTO BES.Exams VALUES(460,'ExamsName-460','ExamsDescription-460');
INSERT INTO BES.Exams VALUES(461,'ExamsName-461','ExamsDescription-461');
INSERT INTO BES.Exams VALUES(462,'ExamsName-462','ExamsDescription-462');
INSERT INTO BES.Exams VALUES(463,'ExamsName-463','ExamsDescription-463');
INSERT INTO BES.Exams VALUES(464,'ExamsName-464','ExamsDescription-464');
INSERT INTO BES.Exams VALUES(465,'ExamsName-465','ExamsDescription-465');
INSERT INTO BES.Exams VALUES(466,'ExamsName-466','ExamsDescription-466');
INSERT INTO BES.Exams VALUES(467,'ExamsName-467','ExamsDescription-467');
INSERT INTO BES.Exams VALUES(468,'ExamsName-468','ExamsDescription-468');
INSERT INTO BES.Exams VALUES(469,'ExamsName-469','ExamsDescription-469');
INSERT INTO BES.Exams VALUES(470,'ExamsName-470','ExamsDescription-470');
INSERT INTO BES.Exams VALUES(471,'ExamsName-471','ExamsDescription-471');
INSERT INTO BES.Exams VALUES(472,'ExamsName-472','ExamsDescription-472');
INSERT INTO BES.Exams VALUES(473,'ExamsName-473','ExamsDescription-473');
INSERT INTO BES.Exams VALUES(474,'ExamsName-474','ExamsDescription-474');
INSERT INTO BES.Exams VALUES(475,'ExamsName-475','ExamsDescription-475');
INSERT INTO BES.Exams VALUES(476,'ExamsName-476','ExamsDescription-476');
INSERT INTO BES.Exams VALUES(477,'ExamsName-477','ExamsDescription-477');
INSERT INTO BES.Exams VALUES(478,'ExamsName-478','ExamsDescription-478');
INSERT INTO BES.Exams VALUES(479,'ExamsName-479','ExamsDescription-479');
INSERT INTO BES.Exams VALUES(480,'ExamsName-480','ExamsDescription-480');
INSERT INTO BES.Exams VALUES(481,'ExamsName-481','ExamsDescription-481');
INSERT INTO BES.Exams VALUES(482,'ExamsName-482','ExamsDescription-482');
INSERT INTO BES.Exams VALUES(483,'ExamsName-483','ExamsDescription-483');
INSERT INTO BES.Exams VALUES(484,'ExamsName-484','ExamsDescription-484');
INSERT INTO BES.Exams VALUES(485,'ExamsName-485','ExamsDescription-485');
INSERT INTO BES.Exams VALUES(486,'ExamsName-486','ExamsDescription-486');
INSERT INTO BES.Exams VALUES(487,'ExamsName-487','ExamsDescription-487');
INSERT INTO BES.Exams VALUES(488,'ExamsName-488','ExamsDescription-488');
INSERT INTO BES.Exams VALUES(489,'ExamsName-489','ExamsDescription-489');
INSERT INTO BES.Exams VALUES(490,'ExamsName-490','ExamsDescription-490');
INSERT INTO BES.Exams VALUES(491,'ExamsName-491','ExamsDescription-491');
INSERT INTO BES.Exams VALUES(492,'ExamsName-492','ExamsDescription-492');
INSERT INTO BES.Exams VALUES(493,'ExamsName-493','ExamsDescription-493');
INSERT INTO BES.Exams VALUES(494,'ExamsName-494','ExamsDescription-494');
INSERT INTO BES.Exams VALUES(495,'ExamsName-495','ExamsDescription-495');
INSERT INTO BES.Exams VALUES(496,'ExamsName-496','ExamsDescription-496');
INSERT INTO BES.Exams VALUES(497,'ExamsName-497','ExamsDescription-497');
INSERT INTO BES.Exams VALUES(498,'ExamsName-498','ExamsDescription-498');
INSERT INTO BES.Exams VALUES(499,'ExamsName-499','ExamsDescription-499');
INSERT INTO BES.Exams VALUES(500,'ExamsName-500','ExamsDescription-500');
INSERT INTO BES.Exams VALUES(501,'ExamsName-501','ExamsDescription-501');
INSERT INTO BES.Exams VALUES(502,'ExamsName-502','ExamsDescription-502');
INSERT INTO BES.Exams VALUES(503,'ExamsName-503','ExamsDescription-503');
INSERT INTO BES.Exams VALUES(504,'ExamsName-504','ExamsDescription-504');
INSERT INTO BES.Exams VALUES(505,'ExamsName-505','ExamsDescription-505');
INSERT INTO BES.Exams VALUES(506,'ExamsName-506','ExamsDescription-506');
INSERT INTO BES.Exams VALUES(507,'ExamsName-507','ExamsDescription-507');
INSERT INTO BES.Exams VALUES(508,'ExamsName-508','ExamsDescription-508');
INSERT INTO BES.Exams VALUES(509,'ExamsName-509','ExamsDescription-509');
INSERT INTO BES.Exams VALUES(510,'ExamsName-510','ExamsDescription-510');
INSERT INTO BES.Exams VALUES(511,'ExamsName-511','ExamsDescription-511');
INSERT INTO BES.Exams VALUES(512,'ExamsName-512','ExamsDescription-512');
INSERT INTO BES.Exams VALUES(513,'ExamsName-513','ExamsDescription-513');
INSERT INTO BES.Exams VALUES(514,'ExamsName-514','ExamsDescription-514');
INSERT INTO BES.Exams VALUES(515,'ExamsName-515','ExamsDescription-515');
INSERT INTO BES.Exams VALUES(516,'ExamsName-516','ExamsDescription-516');
INSERT INTO BES.Exams VALUES(517,'ExamsName-517','ExamsDescription-517');
INSERT INTO BES.Exams VALUES(518,'ExamsName-518','ExamsDescription-518');
INSERT INTO BES.Exams VALUES(519,'ExamsName-519','ExamsDescription-519');
INSERT INTO BES.Exams VALUES(520,'ExamsName-520','ExamsDescription-520');
INSERT INTO BES.Exams VALUES(521,'ExamsName-521','ExamsDescription-521');
INSERT INTO BES.Exams VALUES(522,'ExamsName-522','ExamsDescription-522');
INSERT INTO BES.Exams VALUES(523,'ExamsName-523','ExamsDescription-523');
INSERT INTO BES.Exams VALUES(524,'ExamsName-524','ExamsDescription-524');
INSERT INTO BES.Exams VALUES(525,'ExamsName-525','ExamsDescription-525');
INSERT INTO BES.Exams VALUES(526,'ExamsName-526','ExamsDescription-526');
INSERT INTO BES.Exams VALUES(527,'ExamsName-527','ExamsDescription-527');
INSERT INTO BES.Exams VALUES(528,'ExamsName-528','ExamsDescription-528');
INSERT INTO BES.Exams VALUES(529,'ExamsName-529','ExamsDescription-529');
INSERT INTO BES.Exams VALUES(530,'ExamsName-530','ExamsDescription-530');
INSERT INTO BES.Exams VALUES(531,'ExamsName-531','ExamsDescription-531');
INSERT INTO BES.Exams VALUES(532,'ExamsName-532','ExamsDescription-532');
INSERT INTO BES.Exams VALUES(533,'ExamsName-533','ExamsDescription-533');
INSERT INTO BES.Exams VALUES(534,'ExamsName-534','ExamsDescription-534');
INSERT INTO BES.Exams VALUES(535,'ExamsName-535','ExamsDescription-535');
INSERT INTO BES.Exams VALUES(536,'ExamsName-536','ExamsDescription-536');
INSERT INTO BES.Exams VALUES(537,'ExamsName-537','ExamsDescription-537');
INSERT INTO BES.Exams VALUES(538,'ExamsName-538','ExamsDescription-538');
INSERT INTO BES.Exams VALUES(539,'ExamsName-539','ExamsDescription-539');
INSERT INTO BES.Exams VALUES(540,'ExamsName-540','ExamsDescription-540');
INSERT INTO BES.Exams VALUES(541,'ExamsName-541','ExamsDescription-541');
INSERT INTO BES.Exams VALUES(542,'ExamsName-542','ExamsDescription-542');
INSERT INTO BES.Exams VALUES(543,'ExamsName-543','ExamsDescription-543');
INSERT INTO BES.Exams VALUES(544,'ExamsName-544','ExamsDescription-544');
INSERT INTO BES.Exams VALUES(545,'ExamsName-545','ExamsDescription-545');
INSERT INTO BES.Exams VALUES(546,'ExamsName-546','ExamsDescription-546');
INSERT INTO BES.Exams VALUES(547,'ExamsName-547','ExamsDescription-547');
INSERT INTO BES.Exams VALUES(548,'ExamsName-548','ExamsDescription-548');
INSERT INTO BES.Exams VALUES(549,'ExamsName-549','ExamsDescription-549');
INSERT INTO BES.Exams VALUES(550,'ExamsName-550','ExamsDescription-550');
INSERT INTO BES.Exams VALUES(551,'ExamsName-551','ExamsDescription-551');
INSERT INTO BES.Exams VALUES(552,'ExamsName-552','ExamsDescription-552');
INSERT INTO BES.Exams VALUES(553,'ExamsName-553','ExamsDescription-553');
INSERT INTO BES.Exams VALUES(554,'ExamsName-554','ExamsDescription-554');
INSERT INTO BES.Exams VALUES(555,'ExamsName-555','ExamsDescription-555');
INSERT INTO BES.Exams VALUES(556,'ExamsName-556','ExamsDescription-556');
INSERT INTO BES.Exams VALUES(557,'ExamsName-557','ExamsDescription-557');
INSERT INTO BES.Exams VALUES(558,'ExamsName-558','ExamsDescription-558');
INSERT INTO BES.Exams VALUES(559,'ExamsName-559','ExamsDescription-559');
INSERT INTO BES.Exams VALUES(560,'ExamsName-560','ExamsDescription-560');
INSERT INTO BES.Exams VALUES(561,'ExamsName-561','ExamsDescription-561');
INSERT INTO BES.Exams VALUES(562,'ExamsName-562','ExamsDescription-562');
INSERT INTO BES.Exams VALUES(563,'ExamsName-563','ExamsDescription-563');
INSERT INTO BES.Exams VALUES(564,'ExamsName-564','ExamsDescription-564');
INSERT INTO BES.Exams VALUES(565,'ExamsName-565','ExamsDescription-565');
INSERT INTO BES.Exams VALUES(566,'ExamsName-566','ExamsDescription-566');
INSERT INTO BES.Exams VALUES(567,'ExamsName-567','ExamsDescription-567');
INSERT INTO BES.Exams VALUES(568,'ExamsName-568','ExamsDescription-568');
INSERT INTO BES.Exams VALUES(569,'ExamsName-569','ExamsDescription-569');
INSERT INTO BES.Exams VALUES(570,'ExamsName-570','ExamsDescription-570');
INSERT INTO BES.Exams VALUES(571,'ExamsName-571','ExamsDescription-571');
INSERT INTO BES.Exams VALUES(572,'ExamsName-572','ExamsDescription-572');
INSERT INTO BES.Exams VALUES(573,'ExamsName-573','ExamsDescription-573');
INSERT INTO BES.Exams VALUES(574,'ExamsName-574','ExamsDescription-574');
INSERT INTO BES.Exams VALUES(575,'ExamsName-575','ExamsDescription-575');
INSERT INTO BES.Exams VALUES(576,'ExamsName-576','ExamsDescription-576');
INSERT INTO BES.Exams VALUES(577,'ExamsName-577','ExamsDescription-577');
INSERT INTO BES.Exams VALUES(578,'ExamsName-578','ExamsDescription-578');
INSERT INTO BES.Exams VALUES(579,'ExamsName-579','ExamsDescription-579');
INSERT INTO BES.Exams VALUES(580,'ExamsName-580','ExamsDescription-580');
INSERT INTO BES.Exams VALUES(581,'ExamsName-581','ExamsDescription-581');
INSERT INTO BES.Exams VALUES(582,'ExamsName-582','ExamsDescription-582');
INSERT INTO BES.Exams VALUES(583,'ExamsName-583','ExamsDescription-583');
INSERT INTO BES.Exams VALUES(584,'ExamsName-584','ExamsDescription-584');
INSERT INTO BES.Exams VALUES(585,'ExamsName-585','ExamsDescription-585');
INSERT INTO BES.Exams VALUES(586,'ExamsName-586','ExamsDescription-586');
INSERT INTO BES.Exams VALUES(587,'ExamsName-587','ExamsDescription-587');
INSERT INTO BES.Exams VALUES(588,'ExamsName-588','ExamsDescription-588');
INSERT INTO BES.Exams VALUES(589,'ExamsName-589','ExamsDescription-589');
INSERT INTO BES.Exams VALUES(590,'ExamsName-590','ExamsDescription-590');
INSERT INTO BES.Exams VALUES(591,'ExamsName-591','ExamsDescription-591');
INSERT INTO BES.Exams VALUES(592,'ExamsName-592','ExamsDescription-592');
INSERT INTO BES.Exams VALUES(593,'ExamsName-593','ExamsDescription-593');
INSERT INTO BES.Exams VALUES(594,'ExamsName-594','ExamsDescription-594');
INSERT INTO BES.Exams VALUES(595,'ExamsName-595','ExamsDescription-595');
INSERT INTO BES.Exams VALUES(596,'ExamsName-596','ExamsDescription-596');
INSERT INTO BES.Exams VALUES(597,'ExamsName-597','ExamsDescription-597');
INSERT INTO BES.Exams VALUES(598,'ExamsName-598','ExamsDescription-598');
INSERT INTO BES.Exams VALUES(599,'ExamsName-599','ExamsDescription-599');
INSERT INTO BES.Exams VALUES(600,'ExamsName-600','ExamsDescription-600');
INSERT INTO BES.Exams VALUES(601,'ExamsName-601','ExamsDescription-601');
INSERT INTO BES.Exams VALUES(602,'ExamsName-602','ExamsDescription-602');
INSERT INTO BES.Exams VALUES(603,'ExamsName-603','ExamsDescription-603');
INSERT INTO BES.Exams VALUES(604,'ExamsName-604','ExamsDescription-604');
INSERT INTO BES.Exams VALUES(605,'ExamsName-605','ExamsDescription-605');
INSERT INTO BES.Exams VALUES(606,'ExamsName-606','ExamsDescription-606');
INSERT INTO BES.Exams VALUES(607,'ExamsName-607','ExamsDescription-607');
INSERT INTO BES.Exams VALUES(608,'ExamsName-608','ExamsDescription-608');
INSERT INTO BES.Exams VALUES(609,'ExamsName-609','ExamsDescription-609');
INSERT INTO BES.Exams VALUES(610,'ExamsName-610','ExamsDescription-610');
INSERT INTO BES.Exams VALUES(611,'ExamsName-611','ExamsDescription-611');
INSERT INTO BES.Exams VALUES(612,'ExamsName-612','ExamsDescription-612');
INSERT INTO BES.Exams VALUES(613,'ExamsName-613','ExamsDescription-613');
