INSERT INTO BES.Management VALUES(1,'ManagementName-1','ManagementDescription-1');
INSERT INTO BES.Management VALUES(358,'ManagementName-358','ManagementDescription-358');
INSERT INTO BES.Management VALUES(359,'ManagementName-359','ManagementDescription-359');
INSERT INTO BES.Management VALUES(360,'ManagementName-360','ManagementDescription-360');
INSERT INTO BES.Management VALUES(361,'ManagementName-361','ManagementDescription-361');
INSERT INTO BES.Management VALUES(362,'ManagementName-362','ManagementDescription-362');
INSERT INTO BES.Management VALUES(363,'ManagementName-363','ManagementDescription-363');
INSERT INTO BES.Management VALUES(364,'ManagementName-364','ManagementDescription-364');
INSERT INTO BES.Management VALUES(365,'ManagementName-365','ManagementDescription-365');
INSERT INTO BES.Management VALUES(366,'ManagementName-366','ManagementDescription-366');
INSERT INTO BES.Management VALUES(367,'ManagementName-367','ManagementDescription-367');
INSERT INTO BES.Management VALUES(368,'ManagementName-368','ManagementDescription-368');
INSERT INTO BES.Management VALUES(369,'ManagementName-369','ManagementDescription-369');
INSERT INTO BES.Management VALUES(370,'ManagementName-370','ManagementDescription-370');
INSERT INTO BES.Management VALUES(371,'ManagementName-371','ManagementDescription-371');
INSERT INTO BES.Management VALUES(372,'ManagementName-372','ManagementDescription-372');
INSERT INTO BES.Management VALUES(373,'ManagementName-373','ManagementDescription-373');
INSERT INTO BES.Management VALUES(374,'ManagementName-374','ManagementDescription-374');
INSERT INTO BES.Management VALUES(375,'ManagementName-375','ManagementDescription-375');
INSERT INTO BES.Management VALUES(376,'ManagementName-376','ManagementDescription-376');
INSERT INTO BES.Management VALUES(377,'ManagementName-377','ManagementDescription-377');
INSERT INTO BES.Management VALUES(378,'ManagementName-378','ManagementDescription-378');
INSERT INTO BES.Management VALUES(379,'ManagementName-379','ManagementDescription-379');
INSERT INTO BES.Management VALUES(380,'ManagementName-380','ManagementDescription-380');
INSERT INTO BES.Management VALUES(381,'ManagementName-381','ManagementDescription-381');
INSERT INTO BES.Management VALUES(382,'ManagementName-382','ManagementDescription-382');
INSERT INTO BES.Management VALUES(383,'ManagementName-383','ManagementDescription-383');
INSERT INTO BES.Management VALUES(384,'ManagementName-384','ManagementDescription-384');
INSERT INTO BES.Management VALUES(385,'ManagementName-385','ManagementDescription-385');
INSERT INTO BES.Management VALUES(386,'ManagementName-386','ManagementDescription-386');
INSERT INTO BES.Management VALUES(387,'ManagementName-387','ManagementDescription-387');
INSERT INTO BES.Management VALUES(388,'ManagementName-388','ManagementDescription-388');
INSERT INTO BES.Management VALUES(389,'ManagementName-389','ManagementDescription-389');
INSERT INTO BES.Management VALUES(390,'ManagementName-390','ManagementDescription-390');
INSERT INTO BES.Management VALUES(391,'ManagementName-391','ManagementDescription-391');
INSERT INTO BES.Management VALUES(392,'ManagementName-392','ManagementDescription-392');
INSERT INTO BES.Management VALUES(393,'ManagementName-393','ManagementDescription-393');
INSERT INTO BES.Management VALUES(394,'ManagementName-394','ManagementDescription-394');
INSERT INTO BES.Management VALUES(395,'ManagementName-395','ManagementDescription-395');
INSERT INTO BES.Management VALUES(396,'ManagementName-396','ManagementDescription-396');
INSERT INTO BES.Management VALUES(397,'ManagementName-397','ManagementDescription-397');
INSERT INTO BES.Management VALUES(398,'ManagementName-398','ManagementDescription-398');
INSERT INTO BES.Management VALUES(399,'ManagementName-399','ManagementDescription-399');
INSERT INTO BES.Management VALUES(400,'ManagementName-400','ManagementDescription-400');
INSERT INTO BES.Management VALUES(401,'ManagementName-401','ManagementDescription-401');
INSERT INTO BES.Management VALUES(402,'ManagementName-402','ManagementDescription-402');
INSERT INTO BES.Management VALUES(403,'ManagementName-403','ManagementDescription-403');
INSERT INTO BES.Management VALUES(404,'ManagementName-404','ManagementDescription-404');
INSERT INTO BES.Management VALUES(405,'ManagementName-405','ManagementDescription-405');
INSERT INTO BES.Management VALUES(406,'ManagementName-406','ManagementDescription-406');
INSERT INTO BES.Management VALUES(407,'ManagementName-407','ManagementDescription-407');
INSERT INTO BES.Management VALUES(408,'ManagementName-408','ManagementDescription-408');
INSERT INTO BES.Management VALUES(409,'ManagementName-409','ManagementDescription-409');
INSERT INTO BES.Management VALUES(410,'ManagementName-410','ManagementDescription-410');
INSERT INTO BES.Management VALUES(411,'ManagementName-411','ManagementDescription-411');
INSERT INTO BES.Management VALUES(412,'ManagementName-412','ManagementDescription-412');
INSERT INTO BES.Management VALUES(413,'ManagementName-413','ManagementDescription-413');
INSERT INTO BES.Management VALUES(414,'ManagementName-414','ManagementDescription-414');
INSERT INTO BES.Management VALUES(415,'ManagementName-415','ManagementDescription-415');
INSERT INTO BES.Management VALUES(416,'ManagementName-416','ManagementDescription-416');
INSERT INTO BES.Management VALUES(417,'ManagementName-417','ManagementDescription-417');
INSERT INTO BES.Management VALUES(418,'ManagementName-418','ManagementDescription-418');
INSERT INTO BES.Management VALUES(419,'ManagementName-419','ManagementDescription-419');
INSERT INTO BES.Management VALUES(420,'ManagementName-420','ManagementDescription-420');
INSERT INTO BES.Management VALUES(421,'ManagementName-421','ManagementDescription-421');
INSERT INTO BES.Management VALUES(422,'ManagementName-422','ManagementDescription-422');
INSERT INTO BES.Management VALUES(423,'ManagementName-423','ManagementDescription-423');
INSERT INTO BES.Management VALUES(424,'ManagementName-424','ManagementDescription-424');
INSERT INTO BES.Management VALUES(425,'ManagementName-425','ManagementDescription-425');
INSERT INTO BES.Management VALUES(426,'ManagementName-426','ManagementDescription-426');
INSERT INTO BES.Management VALUES(427,'ManagementName-427','ManagementDescription-427');
INSERT INTO BES.Management VALUES(428,'ManagementName-428','ManagementDescription-428');
INSERT INTO BES.Management VALUES(429,'ManagementName-429','ManagementDescription-429');
INSERT INTO BES.Management VALUES(430,'ManagementName-430','ManagementDescription-430');
INSERT INTO BES.Management VALUES(431,'ManagementName-431','ManagementDescription-431');
INSERT INTO BES.Management VALUES(432,'ManagementName-432','ManagementDescription-432');
INSERT INTO BES.Management VALUES(433,'ManagementName-433','ManagementDescription-433');
INSERT INTO BES.Management VALUES(434,'ManagementName-434','ManagementDescription-434');
INSERT INTO BES.Management VALUES(435,'ManagementName-435','ManagementDescription-435');
INSERT INTO BES.Management VALUES(436,'ManagementName-436','ManagementDescription-436');
INSERT INTO BES.Management VALUES(437,'ManagementName-437','ManagementDescription-437');
INSERT INTO BES.Management VALUES(438,'ManagementName-438','ManagementDescription-438');
INSERT INTO BES.Management VALUES(439,'ManagementName-439','ManagementDescription-439');
INSERT INTO BES.Management VALUES(440,'ManagementName-440','ManagementDescription-440');
INSERT INTO BES.Management VALUES(441,'ManagementName-441','ManagementDescription-441');
INSERT INTO BES.Management VALUES(442,'ManagementName-442','ManagementDescription-442');
INSERT INTO BES.Management VALUES(443,'ManagementName-443','ManagementDescription-443');
INSERT INTO BES.Management VALUES(444,'ManagementName-444','ManagementDescription-444');
INSERT INTO BES.Management VALUES(445,'ManagementName-445','ManagementDescription-445');
INSERT INTO BES.Management VALUES(446,'ManagementName-446','ManagementDescription-446');
INSERT INTO BES.Management VALUES(447,'ManagementName-447','ManagementDescription-447');
INSERT INTO BES.Management VALUES(448,'ManagementName-448','ManagementDescription-448');
INSERT INTO BES.Management VALUES(449,'ManagementName-449','ManagementDescription-449');
INSERT INTO BES.Management VALUES(450,'ManagementName-450','ManagementDescription-450');
INSERT INTO BES.Management VALUES(451,'ManagementName-451','ManagementDescription-451');
INSERT INTO BES.Management VALUES(452,'ManagementName-452','ManagementDescription-452');
INSERT INTO BES.Management VALUES(453,'ManagementName-453','ManagementDescription-453');
INSERT INTO BES.Management VALUES(454,'ManagementName-454','ManagementDescription-454');
INSERT INTO BES.Management VALUES(455,'ManagementName-455','ManagementDescription-455');
INSERT INTO BES.Management VALUES(456,'ManagementName-456','ManagementDescription-456');
INSERT INTO BES.Management VALUES(457,'ManagementName-457','ManagementDescription-457');
INSERT INTO BES.Management VALUES(458,'ManagementName-458','ManagementDescription-458');
INSERT INTO BES.Management VALUES(459,'ManagementName-459','ManagementDescription-459');
INSERT INTO BES.Management VALUES(460,'ManagementName-460','ManagementDescription-460');
INSERT INTO BES.Management VALUES(461,'ManagementName-461','ManagementDescription-461');
INSERT INTO BES.Management VALUES(462,'ManagementName-462','ManagementDescription-462');
INSERT INTO BES.Management VALUES(463,'ManagementName-463','ManagementDescription-463');
INSERT INTO BES.Management VALUES(464,'ManagementName-464','ManagementDescription-464');
INSERT INTO BES.Management VALUES(465,'ManagementName-465','ManagementDescription-465');
INSERT INTO BES.Management VALUES(466,'ManagementName-466','ManagementDescription-466');
INSERT INTO BES.Management VALUES(467,'ManagementName-467','ManagementDescription-467');
INSERT INTO BES.Management VALUES(468,'ManagementName-468','ManagementDescription-468');
INSERT INTO BES.Management VALUES(469,'ManagementName-469','ManagementDescription-469');
INSERT INTO BES.Management VALUES(470,'ManagementName-470','ManagementDescription-470');
INSERT INTO BES.Management VALUES(471,'ManagementName-471','ManagementDescription-471');
INSERT INTO BES.Management VALUES(472,'ManagementName-472','ManagementDescription-472');
INSERT INTO BES.Management VALUES(473,'ManagementName-473','ManagementDescription-473');
INSERT INTO BES.Management VALUES(474,'ManagementName-474','ManagementDescription-474');
INSERT INTO BES.Management VALUES(475,'ManagementName-475','ManagementDescription-475');
INSERT INTO BES.Management VALUES(476,'ManagementName-476','ManagementDescription-476');
INSERT INTO BES.Management VALUES(477,'ManagementName-477','ManagementDescription-477');
INSERT INTO BES.Management VALUES(478,'ManagementName-478','ManagementDescription-478');
INSERT INTO BES.Management VALUES(479,'ManagementName-479','ManagementDescription-479');
INSERT INTO BES.Management VALUES(480,'ManagementName-480','ManagementDescription-480');
INSERT INTO BES.Management VALUES(481,'ManagementName-481','ManagementDescription-481');
INSERT INTO BES.Management VALUES(482,'ManagementName-482','ManagementDescription-482');
INSERT INTO BES.Management VALUES(483,'ManagementName-483','ManagementDescription-483');
INSERT INTO BES.Management VALUES(484,'ManagementName-484','ManagementDescription-484');
INSERT INTO BES.Management VALUES(485,'ManagementName-485','ManagementDescription-485');
INSERT INTO BES.Management VALUES(486,'ManagementName-486','ManagementDescription-486');
INSERT INTO BES.Management VALUES(487,'ManagementName-487','ManagementDescription-487');
INSERT INTO BES.Management VALUES(488,'ManagementName-488','ManagementDescription-488');
INSERT INTO BES.Management VALUES(489,'ManagementName-489','ManagementDescription-489');
INSERT INTO BES.Management VALUES(490,'ManagementName-490','ManagementDescription-490');
INSERT INTO BES.Management VALUES(491,'ManagementName-491','ManagementDescription-491');
INSERT INTO BES.Management VALUES(492,'ManagementName-492','ManagementDescription-492');
INSERT INTO BES.Management VALUES(493,'ManagementName-493','ManagementDescription-493');
INSERT INTO BES.Management VALUES(494,'ManagementName-494','ManagementDescription-494');
INSERT INTO BES.Management VALUES(495,'ManagementName-495','ManagementDescription-495');
INSERT INTO BES.Management VALUES(496,'ManagementName-496','ManagementDescription-496');
INSERT INTO BES.Management VALUES(497,'ManagementName-497','ManagementDescription-497');
INSERT INTO BES.Management VALUES(498,'ManagementName-498','ManagementDescription-498');
INSERT INTO BES.Management VALUES(499,'ManagementName-499','ManagementDescription-499');
INSERT INTO BES.Management VALUES(500,'ManagementName-500','ManagementDescription-500');
INSERT INTO BES.Management VALUES(501,'ManagementName-501','ManagementDescription-501');
INSERT INTO BES.Management VALUES(502,'ManagementName-502','ManagementDescription-502');
INSERT INTO BES.Management VALUES(503,'ManagementName-503','ManagementDescription-503');
INSERT INTO BES.Management VALUES(504,'ManagementName-504','ManagementDescription-504');
INSERT INTO BES.Management VALUES(505,'ManagementName-505','ManagementDescription-505');
INSERT INTO BES.Management VALUES(506,'ManagementName-506','ManagementDescription-506');
INSERT INTO BES.Management VALUES(507,'ManagementName-507','ManagementDescription-507');
INSERT INTO BES.Management VALUES(508,'ManagementName-508','ManagementDescription-508');
INSERT INTO BES.Management VALUES(509,'ManagementName-509','ManagementDescription-509');
INSERT INTO BES.Management VALUES(510,'ManagementName-510','ManagementDescription-510');
